IO Type,Blocksize,Number of Jobs,IO Depth,Data size,Duration,IO Engine,Read Bandwidth (KB/s),Read IOPS,Read Latency Min (ms),Read Latency Max (ms),Read Latency Avg (ms),Read Latency Dev (ms),Write Bandwidth (KB/s),Write IOPS,Write Latency Min (ms),Write Latency Max (ms),Write Latency Avg (ms),Write Latency Dev (ms),CPU Usage: User,CPU Usage: System
randread,1M,40,2,2G,300,libaio,70489,68,18807,30757,29044.385047,267.904091,0,0,0,0,0.000000,0.000000,0.035332%,0.524316%
randread,1M,40,4,2G,300,libaio,70566,68,1777,73004,58028.991343,1735.055454,0,0,0,0,0.000000,0.000000,0.033996%,0.645265%
randread,1M,40,8,2G,300,libaio,70546,68,3900,218146,116078.573142,4031.036646,0,0,0,0,0.000000,0.000000,0.036993%,0.730528%
randread,1M,40,16,2G,300,libaio,70532,68,5057,450061,232211.865277,10238.604506,0,0,0,0,0.000000,0.000000,0.032321%,0.809346%
randread,1M,40,32,2G,300,libaio,70564,68,102712,689599,462087.986031,26680.468921,0,0,0,0,0.000000,0.000000,0.016321%,0.687811%
randread,1M,40,64,2G,300,libaio,70617,68,68746,1154707,917991.863794,74095.085605,0,0,0,0,0.000000,0.000000,0.012657%,0.728130%
randread,1M,40,128,2G,300,libaio,70612,68,214180,2082127,1805237.364554,228177.892011,0,0,0,0,0.000000,0.000000,0.015323%,0.719161%
randwrite,512,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,4254,8509,13,2562923,116.610045,2299.901447,2.305000%,7.489000%
randwrite,512,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,4002,8004,19,1783518,249.152735,2641.770987,2.255652%,8.583943%
randwrite,512,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,3776,7552,33,966418,529.073798,2612.248365,2.191978%,9.116909%
randwrite,512,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,3828,7657,45,2320226,1044.196321,5213.690902,2.105660%,9.685634%
randwrite,512,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,4071,8143,111,43950,1964.225241,1910.467308,2.255333%,10.369667%
randwrite,512,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,3906,7813,298,2943041,4094.701541,10990.927093,2.333000%,11.359333%
randwrite,512,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,3660,7321,381,1700244,8740.303897,11047.391973,3.706975%,17.598549%
randwrite,512,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,3658,7316,765,1699457,17493.648511,19989.236239,4.055932%,17.719038%
randwrite,1k,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,8592,8592,14,1186703,115.401928,1449.269889,2.465333%,7.760667%
randwrite,1k,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,8213,8213,18,1547566,242.786136,2388.270919,2.258000%,8.709667%
randwrite,1k,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,7477,7477,32,73233,534.337745,2271.107368,2.085986%,8.734275%
randwrite,1k,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,7569,7569,57,2422938,1056.425398,5627.208743,2.074313%,9.105242%
randwrite,1k,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,7973,7973,106,1372931,2006.044472,5224.711299,2.133319%,10.037933%
randwrite,1k,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,8138,8138,256,3494396,3931.594845,12772.982263,2.294992%,11.077630%
randwrite,1k,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,7456,7456,371,832635,8582.700831,7547.229972,3.505310%,16.142226%
randwrite,1k,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,7192,7192,673,75780,17793.056188,6601.018243,3.494953%,15.854789%
randwrite,4k,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,32761,8190,15,69035,121.185002,1179.301844,2.262333%,7.091667%
randwrite,4k,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,33266,8316,18,1333818,239.746054,2805.862793,2.185667%,7.951333%
randwrite,4k,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,30664,7666,29,165404,521.180924,2299.068204,2.232644%,8.876578%
randwrite,4k,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,31566,7891,51,1824157,1013.219627,4406.946136,2.147660%,8.800971%
randwrite,4k,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,31035,7758,98,503316,2061.654096,3103.904320,2.136986%,8.849941%
randwrite,4k,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,32194,8048,242,3214677,3975.315860,13894.067269,2.234667%,9.540333%
randwrite,4k,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,26315,6578,256,7273943,9726.835032,51810.367934,2.261652%,9.040940%
randwrite,4k,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,26621,6655,712,2957560,19229.330977,33986.061291,2.446610%,9.385114%
randwrite,8k,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,61428,7678,17,60092,129.308489,1232.761064,2.041000%,6.678333%
randwrite,8k,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,71816,8977,19,2278980,222.039263,2928.631900,2.028667%,6.929000%
randwrite,8k,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,72092,9011,33,1874046,443.223940,4371.751672,1.788667%,6.281000%
randwrite,8k,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,52231,6528,58,5865597,1224.665770,13964.575824,1.332333%,4.861000%
randwrite,8k,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,54793,6849,125,1025284,2335.397574,6018.884849,1.519995%,5.397315%
randwrite,8k,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,55135,6891,235,3110301,4642.571865,21717.267291,1.558646%,5.868255%
randwrite,8k,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,49260,6157,264,4748453,10392.540828,29570.186736,1.693333%,5.723000%
randwrite,8k,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,53045,6630,446,2152525,19292.683677,19747.509745,1.845648%,5.605611%
randwrite,16k,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,53211,3325,34,3207556,299.671637,4690.861811,1.761333%,6.037333%
randwrite,16k,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,49138,3071,30,3970575,650.444265,6407.702205,2.089653%,7.840281%
randwrite,16k,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,45041,2815,46,3374598,1420.289814,7699.547148,1.966320%,8.670942%
randwrite,16k,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,46127,2882,87,36939,2774.341130,2483.985099,2.232326%,9.618635%
randwrite,16k,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,47923,2995,180,41217,5341.246223,2555.190893,2.655649%,11.373591%
randwrite,16k,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,43296,2706,270,54059,11823.844232,3301.353249,5.624573%,19.385010%
randwrite,16k,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,43132,2695,370,113485,23733.355097,15915.833955,5.962254%,21.224717%
randwrite,16k,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,43097,2693,5885,150194,47481.544617,17548.178234,6.421850%,19.951534%
randwrite,1M,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,79576,77,6157,31852,12864.890452,1985.967022,0.424657%,0.498988%
randwrite,1M,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,69499,67,8570,54841,29460.096847,1821.876466,0.427651%,0.442650%
